polarity_human,fetch_time,title,content
-1,2012-02-06,《盈警響號》世達科技<01282.HK>料去年純利下跌,世達科技01282.HK發盈警，預計2011年度純利與2010年同期比較將有所下跌，主要因為上半年不利經營環境於下半年持續，集團產品組合改變及銷售額下跌。(ka/d)
-1,2012-02-06,《盈警響號》常茂<08208.HK>成本升  料去年淨溢利跌,常茂生物化學08208.HK發盈警，雖然估計截至2011年12月31日止年度營業額增長，但現時預期截至2011年12月31日止年度之綜合淨溢利可能按年下跌，原因是原材料成本上升導致毛利率下跌，以及聯營公司於期內的業績倒退。(da)
1,2012-02-06,【本地樓市】聚康山莊571呎，230萬元易手,"財華社香港新聞中心美聯物業表示,屯門聚康山莊3座中層B室單位,571呎戶,望內園景,以約230萬元易手,折合呎價約為4028元,為市場合理價,05年業主轉手獲利約90萬元.買家為區內上車客,見近日市況回暖,加上單位向東南,質素不俗,故拍板入市作自住之用.原業主於05年5月份以約140萬元成交,是次轉售帳面獲利約90萬元,物業升值約64%.本月至今,該屋苑暫錄得2宗買賣成交,平均呎約為3850元水平.(P)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
-1,2012-02-06,【個股訊息】茂業(00848-HK)A股附屬重組續停牌,"財華社香港新聞中心茂業國際公佈,其附屬渤海物流及中兆投資正籌劃資產重組,由於該重組存在不確定性,渤海物流1月9日起於深交所暫停買賣.因該公司及相關各方尚在進行審計及評估工作,各方亦正在討論重組方案,故渤海物流料無法於停牌生效起30日內披露相關事宜,故申請自2月8日起繼續停牌.更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
1,2012-02-06,《本地數據》1月匯豐香港採購經理指數升至 51.9,2012 年1月份經季節性調整的匯豐香港採購經理指數(PMI) 從去年12月份的49.7上升至51.9。最新指數重回50.0 持平指標以上，顯示香港私營企業的經營環境溫和改善，一反過去5 個月來持續惡化的趨勢。香港採購經理指數乃一綜合指數，旨在適時反映香港營商環境的變化。匯豐環球研究大中華區經濟師郭浩庄(Donna Kwok) 評論香港採購經理指數(PMIR) 調查結果時表示：「1 月份的整體市場需求回復強勁，推動指數值重返50 以上水平。香港就業市場保持穩健，明顯有助促進本地消費，亦可抵消內地需求遲滯不前所帶來的影響。雖然環球貿易放緩，本年增長將承受壓力，但新年伊始，前述有利跡象顯示前景樂觀，預期2012 年的本地生產總值可維持擴張步伐。」(ad/a)
1,2012-02-06,國期反覆靠穩  重越11600,"國期連升四天，今天低開35點，早段曾回落至11515，守穩250天線，掉頭反覆向上，午後高見11646，全日收報11608，升13點，高水2點；成交40,326張，減少8,466張。(sz/u)"
-1,2012-02-06, 【國際財經】歐盟：談判大限已過，希臘必須作出決定,"財華社香港新聞中心歐盟委員會週一稱,希臘已經超過了完成歐盟/IMF對其第二筆援助計畫的談判最後期限,希臘政府必須儘快作出決定. 歐盟發言人Amadeu  Altafaj在例行新聞發佈會上說：“我們已經超過了最後期限.”歐盟還稱,現在球在希臘當局一邊,只要希臘一作出承諾,歐盟部長就準備好召開會議. 歐盟要求希臘以實施財政改革為前提換取第二筆援助,但由於希臘國內改革阻力重重,該援助計畫自去年10月起就被擱置,各方至今仍未達成一致.更多精彩內容,請登陸財華中國網 (http://www.caihuanet.com) 或財華香港網 (http://www.finet.hk)"
1,2012-02-06,【公司消息】中銀香港(02388-HK)：行慶紀念鈔發行規模適當,"財華社香港新聞中心中銀香港將發行100港元面值的「中國銀行百年華誕紀念鈔」共200萬張,該行發鈔主管謝兵於發布會上表示,是次紀念鈔的發行數量,是根據以往類似紀念鈔發行情況而定,認為規模適當. 當被問及該批紀念鈔在港發售數量不及澳門,他解釋,兩地市場情況不同,對此不願多評論.至於紀念鈔發售反應若超過預期,會否加碼,他表示發行計劃已確定,預計不會改變.(S/I) 更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
1,2012-02-06,【窩輪數據】港股認股證總成交金額88.67 億元，佔大市12.29%,"財華社香港新聞中心.恆指現報20709.94點,跌 47.04 點,成交金額721.35 億元﹔認股證成交金額為88.67 億元,佔大市成交12.29%.認購證總成交額為67.59 億元,佔認股證成交的76.22%﹔認沽證總成交額為21.09 億元,佔認股證成交的23.78%.***以上信息與實際發放時間延遲十五分鐘,並供用戶參考."
-1,2012-02-06,"【港股收市】港股先升後跌，收報20,709.94點","財華社香港新聞中心港股今日先升後跌,恒指收報20,709.94點,跌47.04點或0.23%.(H)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
1,2012-02-06,【異動股份】保利 (03800-HK) 評級撤銷，收市升2.18%,"財華社香港新聞中心保利協鑫(3800-HK)遭標準普爾降低評級展望,其後在集團要求下,撤銷所有評級.保利協鑫股價收市反覆上升2.18%,收報2.81元.(R)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
-1,2012-02-06,恒指收市跌47點 (經濟)  ,"恒生指數收市報20,709.94,下跌47.04點,跌幅0.23%,全日成交721.352億元."
1,2012-02-06,"【新股消息】克莉絲汀(01210-HK) 傳每手入場費4,484.76元","財華社香港新聞中心市場消息指出,內地連鎖麵包烘焙餅店克莉絲汀(1210-HK)暫定本月10日起招股,月底掛牌,招股價介乎1.6至2.2元,集資額4至5.5億元,每手2,000股計,入場費4,484.76元.克莉絲汀計劃發行2.5億股,90%國際配售,10%本港公開發售,保薦人為法巴.(H)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
-1,2012-02-06,恒生指數受獲利盤拖累收跌0.23%,"根據《路透》財經網顯示,香港股市週一在三個交易日以來首次收跌,大盤逆轉早先漲幅.投資者針對近期走強的個股進行獲利了結,使得指標股指從技術阻力位回落.恒生指數.HSI收低0.23%,至20,709.94點,恒生國企指數.HSCE收低0.35%,至11,564.86點.													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2164200ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2164200||request_locale=ZH_TWnewscontent.action恒生指數受獲利盤拖累收跌0.23%根據《路透》財經網顯示,香港股市週一在三個交易日以來首次收跌,大盤逆轉早先漲幅.…NEW_CMD"
-1,2012-02-06,《盈警響號》信達國際<00111.HK>料去年盈轉虧,信達國際控股00111.HK發盈警，預計2011年度將轉盈為虧，主要由於近期環球金融市場下滑的負面影響；以及分佔聯營溢利減少及攤分聯營虧損。年度業績預期3月公布。(de/d)
-1,2012-02-06,《盈警響號》中國東方<00581.HK>料下半年溢利大跌甚至虧損,中國東方集團00581.HK發盈警，預期2011年下半年溢利將按年顯著下跌，甚至錄得虧損，主要因鋼鐵需求明顯受到中國經濟放緩及歐元區危機影響，銷售價格亦因此受到負面影響；鐵礦石價格於第三季達到高點，對2011年下半年利潤構成壓力；及兩項重大非現金虧損對損益表構成影響，包括存貨跌價準備計提損失及在建工程撇銷。(su/u)
1,2012-02-06,美聯儲寬鬆政策將施壓美元,"根據《Fxstreet.hk》財經網顯示,外匯對沖基金FXConceptsLLC的創始人JohnTaylor日前表示,在美聯儲(FED)決策者延長維持超低利率承諾,並暗示做好進一步實施量化寬鬆政策後,他正開始做空美元.Taylor在參與美國當地媒體節目製作時表示,我看空美元的程度超過了歐元,第三輪量化寬鬆政策(QE3)即將在未來某個時點出臺,而利率太高的時間卻被延後.這對於美元而言是極大的打擊,除非美聯儲改變主意,否則美元很難有所表現.美國聯邦公開市場委員會(FederalOpenMarketCommittee)在上月的貨幣政策例會結束後表示,將維持記住利率在近零水準直至2014年晚些時候,將此前2013年年中的時點再次延後.與此同時,美聯儲已通過兩輪QE政策購入了2.3萬億美元債務,從而支撐全球第一大經濟體的增長.美聯儲主席伯南克(BenS.Bernanke)1月25日時表示,如果美國經濟增長遜於期望水準,他將考慮實施又一輪QE政策.Taylor認為,市場都開始確信,一旦美元看起來強勁,那麼伯南克就會採取新的行動讓它走弱.即便公佈了優於預期的非農就業數據,但上周五紐約時段美元指數依然收跌0.1%,報78.893.歐元兌美元匯率去年下挫3.5%,因希臘、愛爾蘭、葡萄牙多國在債務危機當中越陷越深.Taylor預計,美元兌日元同樣會走軟,即使日本當局會對日元強勢進行限制.而土耳其貨幣、澳元和南非蘭特則有望走強.預計美元兌日元將繼續承壓,但日本央行(BankofJapan)在等待機會實施干預,央行會在匯價75附近再次懲罰我們,但好的交易員不會受到懲罰,他們會在干預行動完畢後再次做空美元.Taylor去年底時表示,因歐債危機打壓投資者對於歐元的偏好,歐元兌美元後市將跌至平價水準.他說道：歐元應會自當前水準進一步下滑.目前存在這樣一種遙遠的可能性,即歐元兌美元未來18個月內將跌至平價水準.													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2164177ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2164177||request_locale=ZH_TWnewscontent.action美聯儲寬鬆政策將施壓美元根據《Fxstreet.hk》財經網顯示,外匯對沖基金FX Concepts L…NEW_CMD"
-1,2012-02-06,《盈警響號》威力印刷<06828.HK>料年度業績大跌,中國威力印刷06828.HK發盈警，預計2011年度經營業績較2010年度將大幅下降，主要原因是兩地上市開支；以及工人和材料成本上漲。年度業績預期本月底公布。(de/d)
1,2012-02-06,印度農業部：小麥產量有望達8831萬噸 創歷史新高,"根據《廣發期貨》顯示,印度農業部近期表示,2012年將完成糧食產量2.45億噸的目標任務,其中小麥產量有望達8831萬噸,創歷史新高.印度農業部長沙拉德帕瓦爾表示,2011年印度糧食產量為2.416億噸,其中小麥產量為8590萬噸.2012年由於氣候適宜,種植面積增加,小麥產量同比增長1.6%.據印度農業部統計,截止1月27日印度小麥種植面積已增至2953萬公頃,去年同期為2916萬公頃.													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2163808ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2163808||request_locale=ZH_TWnewscontent.action印度農業部：小麥產量有望達8831萬噸 創歷史新高根據《廣發期貨》顯示,印度農業部近期表示,2012年將完成糧食產量2.45億噸的…NEW_CMD"
1,2012-02-06,溫家寶：將保持穩定的進出口政策,"中國總理國務院溫家寶上周六表示,在全球金融危機還在發展蔓延的情況下,內地進出口政策要總體保持穩定.溫家寶2月3-4日在廣東省考察期間表示,內地進出口政策如果要做調整,也應當是鼓勵性的多於限制性的.他是陪同到訪的德國總理默克爾一起考察廣東的.內地去年第四季度經濟成長率創10個季度以來最低,因為歐債危機削弱了內地的出口需求.溫家寶表示：「現在歐洲面臨債務危機,我們要從戰略上考慮對歐關係,維護國家利益；幫助穩定歐洲市場,實際上也是幫助我們自己.」歐洲目前是內地最大的出口市場.溫家寶稱：「面對嚴峻的形勢,企業要特別注重提升競爭力,包括加大研發力度,培育自主品牌,調整出口結構,開闢新的市場.」-華富財經Quamnet/Wendy-													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2163236ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2163236||request_locale=ZH_TWnewscontent.action溫家寶：將保持穩定的進出口政策中國總理國務院溫家寶上周六表示,在全球金融危機還在發展蔓延的情況下,內地進出口政…NEW_HEAD"
-1,2012-02-06,林鄭月娥：撥地房委會言之尚早,"據政府新聞網消息,發展局局長林鄭月娥表示,若當局推出的私人房屋用地在市場長期沒有承接力,但又看到房屋數量的需求存在,便可調撥土地給房屋委員會.不過,現在決定在什麼情況下調撥土地,是言之尚早.她亦表示不希望這情況出現. 林鄭月娥週六出席電台節目後向傳媒說,房屋供應需要平衡,私營及公營房屋都要取得平衡.行政長官亦已定下很清晰的指標,所以土地供應都是按這指標進行. 她表示,不希望私人房屋市場一面倒缺乏承接,故此,把土地撥給公營房屋之用是最後一着,但如果政府推出的私人房屋用地在市場長期沒有承接力,但又看到房屋數量的需求存在,當局便可進行調撥土地的工作. 當局曾把兩幅較小型的柴灣及梅窩土地交給房委會興建公屋,去年亦有兩幅位於荃灣及元朗的限呎地,交給房委會興建新居屋. 林鄭月娥說,如果到這地步,當局不排除這樣做,但目前看不到激發這做法的情況,因為目前為止,政府推出的土地全部成功出售,所以現在決定在什麼情況下調撥土地,是言之尚早,她亦不希望這情況出現. 被問及何東花園最新的情況時,林鄭月娥說,願意暫停將它成為法定古蹟的程序,從而爭取空間及時間繼續和業主磋商.-Quamnet/Frank-													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2163388ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2163388||request_locale=ZH_TWnewscontent.action林鄭月娥：撥地房委會言之尚早    據政府新聞網消息,發展局局長林鄭月娥表示,若當局推出的私人房屋用地在市場…NEW_HEAD"
-1,2012-02-06,Conadesuca：截至1月29日墨西哥2011/12年度糖產量減少至161萬噸,"根據《廣發期貨》顯示,墨西哥國家甘蔗可持續發展委員會(Conadesuca)週五稱,截至1月29日,墨西哥2011/12年度糖產量較上年同期減少12%,至161萬噸.Conadesuca在報告中稱,在2010/11年度,10月1日至1月29日墨西哥糖產量為182萬噸.糖市場年度為10月至次年9月.　　本年度截至1月29日,有54家榨糖廠運營,上一年度同期為51家.　榨糖廠共加工1572萬噸甘蔗,較上年減少4%.甘蔗收割面積較去年增加3%,至220,197公頃.　每噸甘蔗的出糖率降至均值10.22%,去年同期為11.12%.　糖產量主要為標準糖106萬噸,精煉糖454,298噸.													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2164406ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2164406||request_locale=ZH_TWnewscontent.actionConadesuca：截至1月29日墨西哥2011/12年度糖產量減少至161萬噸根據《廣發期貨》顯示,墨西哥國家甘蔗可持續發展委員會(Conadesuca)週五…NEW_CMD"
1,2012-02-06,【財華快訊】香港股市最新行情,"恆指最新報 20815.76點,漲 58.78  點,成交 361.97 億﹔即月期指高水 24 點,最新報 20840.0 點﹔紅籌指數最新報 4009.86點,漲 12.14  點﹔國企指數最新報 11618.25點,漲 12.68  點﹔Ｈ股指數期貨最新報 11628.0 點.最新五大升幅股份中,包括永恆策略(0764-HK) 、南海石油(0076-HK) 、Z-OBEE(0948-HK) 、新時代能源(0166-HK) 以及瑞豐石化(8096-HK) ,升幅分別為 25.0%、24.62%、23.16%、20.55%及20.33%.主板最新五大成交額股份中,包括建設銀行(0939-HK)報 6.42 元、工商銀行(1398-HK)報 5.54 元、匯豐控股(0005-HK)報 68.15 元、中國移動(0941-HK)報 78.35 元、中國銀行(3988-HK)報 3.4 元.主要藍籌股走勢：----------------------------------匯豐控股(0005-HK)報 68.15 元,漲 1.3 元中國移動(0941-HK)報 78.35 元,跌 0.65 元工商銀行(1398-HK)報 5.54 元,漲 0.01 元建設銀行(0939-HK)報 6.42 元,漲 0.03 元中國銀行(3988-HK)報 3.4 元,漲 0.01 元中國人壽(2628-HK)報 23.2 元,跌 0.0 元中國石油(0857-HK)報 11.52 元,漲 0.04 元中海油(0883-HK)報 16.8 元,漲 0.04 元和記黃埔(0013-HK)報 76.75 元,漲 0.35 元新鴻基地產(0016-HK)報 108.8 元,跌 0.8 元.***以上信息與實際發放時間延遲十五分鐘,並供用戶參考."
-1,2012-02-06,歐元區岌岌可危 英國作最壞打算,"根據《信報》財經網顯示,歐元區領導人似乎一直找不到債務危機的最佳解決辦法,與此同時,英國為其經濟做好了最壞的打算,並且針對如果歐元區解體,將對於其經濟造成的潛在衝擊,做好了防禦.位於倫敦的野村控股公司經濟學家PhilipRush表示,儘管一直以來,英國都拒絕加入歐元單一貨幣區,但是其於歐元區深層次的經濟、貿易和投資,都意味著歐債危機的「滾雪球效應」,很可能連累到英國經濟.英國有近一半的出口是面向17個歐元區成員國,而且其國內銀行,也都暴露在歐元區超過1萬億美元的借款中.Rush在接受彭博電話採訪時表示,歐元區正在發生的事情,實際上將決定英國將會發生的事情.從過去歐元區和英國的經濟增長聯繫,就能看出兩者是高度整合的.目前各國領導人正努力避免希臘違約,以及尋求解����決該國主權借貸危機的辦法.這場2年前發生在雅典的債務危機,已經使希臘、愛爾蘭和葡萄牙,接受了前所未有的緊急援助,也讓法國付出了頂級信用評級的代價.同時,也打破了外界一直以來,認為這個成立了13年的單一貨幣區堅不可摧的觀點.													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2164150ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2164150||request_locale=ZH_TWnewscontent.action歐元區岌岌可危 英國作最壞打算根據《信報》財經網顯示,歐元區領導人似乎一直找不到債務危機的最佳解決辦法,與此同…NEW_CMD"
1,2012-02-06,【一月新股】14家中國企業首月IPO共融資11.36億美元,"財華社香港新聞中心據內地媒體報導,今年1月份中國企業IPO融資額創自2009年以來境內IPO重啟以來新低.據清科數據庫統計顯示,2012年1月共14家中國企業在境內外資本市場完成IPO,共融資11.36億美元,IPO個數也僅高於2011年10月11家企業IPO的近兩年內低點.清科研究中心王宇表示,在經歷了去年年末大型企業的扎堆上市後,1月份上市企業的融資規模普遍不高.他指出,因境內審查趨嚴,且二級市場低迷,使得1月IPO個數及融資規模雙雙走低,10家實現境內資本市場上市的企業合計融資10.06億美元,平均每家企業融資1.01億美元.另外4只境外上市的中國企業全部選擇在香港主板上市,共融資1.29億美元,平均每個企業僅融資0.32億美元.(B)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
-1,2012-02-06,工行(1398)尾市被沽,"工行(1398)工商銀行 (1398)報價|新聞|公司概括請稍候- 增加到投資組合中- 增加到監視表中- 業務回顧贊助商 免責聲明尾市被沽,股價現報5.44,跌1.6%.													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2164123ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2164123||request_locale=ZH_TWnewscontent.action工行(1398)尾市被沽工行(1398)工商銀行 (1398)報價  |  新聞  |  公司概括 請稍…NEW_TC_CMT"
1,2012-02-06,長實(001)倒升好俾面,"長實(001)長江實業 (1)報價|新聞|公司概括請稍候- 增加到投資組合中- 增加到監視表中- 業務回顧贊助商 免責聲明倒升好俾面,股價現報105.4,升0.6%.													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2164038ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2164038||request_locale=ZH_TWnewscontent.action長實(001)倒升好俾面長實(001)長江實業 (1)報價  |  新聞  |  公司概括 請稍候- 增…NEW_TC_CMT"
-1,2012-02-06,友邦(1299)逆市跌，好似唔多掂,"友邦(1299)友邦保險 (1299)報價|新聞|公司概括請稍候- 增加到投資組合中- 增加到監視表中- 業務回顧贊助商 免責聲明逆市跌,好似唔多掂；股價現報25.95,跌近1%.													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2163392ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2163392||request_locale=ZH_TWnewscontent.action友邦(1299)逆市跌,好似唔多掂友邦(1299)友邦保險 (1299)報價  |  新聞  |  公司概括 請稍…NEW_TC_CMT"
-1,2012-02-06,美國道指期貨現跌38點,"根據《信報》財經網顯示,美國道指期貨現跌38點,報12755,低水107點,因希臘債務及削減開支談判尚未達成協議,歐盟漸失耐性.													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2164067ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2164067||request_locale=ZH_TWnewscontent.action美國道指期貨現跌38點根據《信報》財經網顯示,美國道指期貨現跌38點,報12755,低水107點,因希…NEW_CMD"
1,2012-02-06,【熱點專題】房策力保新供應，地產股影響微,"財華社香港新聞中心/記者張國棟報道上周公布的財政預算案,房屋政策只力保新供應,未有提出進一步提出規管樓市的新措施,對樓市未造成負面衝擊,加上農曆新年長假期過後,二手樓市成交量上升,但市場普遍認為政府暫不會取消額外印花稅等抑壓樓市政策,即使現在樓市出現小陽春,樓價短期仍難有顯著反彈.財政司司長宣讀的預算案,房策仍以持續增加住宅土地供應為主,作為穩定樓市的主要手段,同時拆細地皮,有助降低投地門檻,令中小型發展商可以參與,不會由大型發展商壟斷競投,同時可保持市場投地興趣,由於房策沒有新措施出台,近日樓市交投亦見回升,據中原地產資料顯示,上周十大屋苑合共錄得約42宗成交,按周則急升2.8倍,美聯物業的數據亦指出十大屋苑在過去兩日錄得33宗成交,較前一周末的22宗上升50%,並創下21個周末的新高. 過往農曆新年後,亦曾出現過樓市小陽春,但目前樓市成交量仍然偏低,而且多屬減價盤,暫不能視之為樓市復甦,加上1月摸貨數字續創新低,只有5宗成交,而且全數屬於新盤摸貨,炒家幾已絕跡市場,樓市投機資金減少,加上經濟環境轉變,預期今年失業率回升及港元流動性趨緊或影響樓價下跌,然而,美國低息政策會維持至2014年底,對港樓市有一定幫助.至於地產股方面,由於預算案沒有新措施冷卻樓市,對地產股影響輕微,瑞信認為,在外圍及宏觀環境疲弱下,本港住宅樓價及寫字樓租金或受壓,該行料今年住宅樓價會下跌10%,對地產股及收租股則持審慎態度,另外,巴克萊資一份報告亦認為,本港地產股自去年12月中以來上升至今,升勢已接近尾聲,因此地產股板塊有16%潛在下調空間,故該行對該地產股板塊作負面評級.然而,大和的報告則認為,由於政府無特別提出針對樓市的措施,因此樓市本港樓價只會在上半年下跌6%,最遲於年中完結,年底樓價或會回升,同時,目前地產股估值便宜,股價較每股資產淨值(NAV)的折讓幅度在歷史低位,只要本港樓價不出現大跌,地產股股價在今年將有較佳表現."
-1,2012-02-06,歐元兌美元仍嚴重超買,"根據《Fxstreet.hk》財經網顯示,英國央行(BOE)將於北京時間本週四(2月9日)20:00公佈最新貨幣政策決議,投資者已經在猜測該行可能宣佈擴大量化寬鬆規模,目前市場存在擴大500億英鎊和750億英鎊兩種預期.瑞銀集團(UBS)外匯分析團隊表示,雖然英國央行貨幣政策委員邁爾斯認為在2月實施更多量化寬鬆是放肆的,但另一位委員普森則更傾向擴大QE規模,購買750億英鎊資產.該團隊指出,我們預計英國央行委員會將同意購買500億英鎊國債.英國製造業PMI指數改善並不能代表什麼,同時英國財政緊縮政策將阻止經濟增長.因此,我們將繼續看到英鎊兌美元出現超買現象,目前該匯率在1.5770附近.													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2164035ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2164035||request_locale=ZH_TWnewscontent.action歐元兌美元仍嚴重超買根據《Fxstreet.hk》財經網顯示,英國央行(BOE)將於北京時間本週四(…NEW_CMD"
1,2012-02-06,【大行言論】高盛調高北京控股(00392-HK) 目標價至48元,"財華社香港新聞中心高盛發表報告,調高北京控股2011-13年盈利預測1.6%至4.2%,因調整其下游住宅用戶及啤酒業務利潤率假設,目標價亦相應由44.5元調高至48元,評級維持「中性」.高盛報告指出,北京市政府宣布「十二五」期間,為非住宅引入季節性收費調整機制,加上新收費結構用戶需接受暫停供應,政策仍處初步階段,具體安排時間尚未明確.高盛相信,新定價措施主要平衡旺淡季之間供求,即使對北控財務影響預測言之尚早,但相信這正意味內地天然氣收費結構趨勢.(H)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
1,2012-02-06,《新股消息》克莉絲汀<01210.HK>周五招股  入場費4485元,市場消息指，在內地經濟連鎖麵包烘焙餅店的克莉絲汀01210.HK計劃發行2.5億股，當中90%為國際配售，10%於本港公開發售，招股價介乎1.6-2.2元，集資額4-5.5億。以每手2000股計，入場費4484.76元。暫定本月10日招股，月底掛牌，保薦人為法巴。(mi/u)
-1,2012-02-06,【異動版塊】內房股下午全面回軟,"財華社香港新聞中心佳兆業(1638-HK) 公布1月實現合約銷售額按年增40%,但按月則跌70%,股價先升後回1.25%,現報1.58元.另外,今天有報導指富力地產(2777-HK)及首創置業(2868-HK) 回歸A股計劃未能獲中證監批准,股價分別跌0.98%及2.75%,其他內房股亦普遍回落,中國海外(0688-HK) 跌2.67%,華潤置地(1109-HK) 跌3.26%.(R)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
1,2012-02-06,滬指高收0.73點 (經濟)  ,"受美股上周造好帶動,內地股市高開,大市經過一路沖高後回落,滬指在2330點一帶窄幅上落.臨收半日市前,在煤炭等板塊的帶動下,大市再次小幅沖高.上證綜指半日報2339.55點,上升9.14點,升幅0.39%,成交354.7億元人民幣；深成指報9511.69點,上升74.70點,升幅0.79%,成交332.8億元人民幣.午後大市反覆,藍籌股向下,金融、地產、有色金屬及造船股被沽售.上證綜指收市報2,331.14 ,升0.73 點,升幅0.03% .深成指報9,448.64 ,升11.65 點,升幅0.12% .上海A股報2,442.23 ,升0.73 點,升幅0.03% .上海B股報225.73 ,升0.71 點,升幅0.32% .深圳A股報925.94 ,升7.20 點,升幅0.78% .深圳B股報597.20 ,升3.70 點,升幅0.62% ."
-1,2012-02-06,恒指最新跌34點 (經濟)  ,"恒生指數最新報20722.25點,跌34.73點,跌幅0.17%."
-1,2012-02-06,【財華快訊】香港股市最新行情,"恆指最新報 20711.71點,跌 45.27  點,成交 553.82 億﹔即月期指高水 19 點,最新報 20731.0 點﹔紅籌指數最新報 3980.88點,跌 16.84  點﹔國企指數最新報 11556.54點,跌 49.03  點﹔Ｈ股指數期貨最新報 11562.0 點.最新五大升幅股份中,包括南海石油(0076-HK) 、中國林大(0910-HK) 、辰罡科技(8131-HK) 、新時代能源(0166-HK) 以及Z-OBEE(0948-HK) ,升幅分別為 38.46%、38.16%、26.98%、23.29%及23.16%.主板最新五大成交額股份中,包括建設銀行(0939-HK)報 6.36 元、工商銀行(1398-HK)報 5.48 元、中國移動(0941-HK)報 77.45 元、匯豐控股(0005-HK)報 67.95 元、中國聯通(0762-HK)報 13.62 元.主要藍籌股走勢：----------------------------------匯豐控股(0005-HK)報 67.95 元,漲 1.1 元中國移動(0941-HK)報 77.45 元,跌 1.55 元工商銀行(1398-HK)報 5.48 元,跌 0.05 元建設銀行(0939-HK)報 6.36 元,跌 0.03 元中國銀行(3988-HK)報 3.38 元,跌 0.01 元中國人壽(2628-HK)報 23.1 元,跌 0.1 元中國石油(0857-HK)報 11.52 元,漲 0.04 元中海油(0883-HK)報 16.68 元,跌 0.08 元和記黃埔(0013-HK)報 76.55 元,漲 0.15 元新鴻基地產(0016-HK)報 109.0 元,跌 0.6 元.***以上信息與實際發放時間延遲十五分鐘,並供用戶參考."
